,pk_business_customer_id,entity_id,customer_segment_id,company_name,company_address_street_name,company_address_street_number,company_address_apartment_number,company_address_city,company_address_postal_code,company_address_country_id,company_registered_number,company_vat_number,company_legal_form,company_start_date,company_status_id,company_nace_basic_id,auxiliary_nace_segments,us_person,is_fatca_reportable,fatca_status_id,kyc_risk_level_id,number_of_multisignature_users,multisignature_limit,is_migrated,customer_status_id,mpts_identification_data,legal_language_id,registration_date,pk_snapshot_date,record_creation_date,insert_job_id,cashdirector_transaction_history_sent,reconciliation_hash
16,16654,0943f38c-5485-48cd-bdc5-aab0ee4d9289,2,JnIpNDBfST7DQWALauoyG0I88s0lRXyu5FKpF+rUbb/OJ3yZO3Grhsn1ELH+KlbK,hZipWyhSZnW7AFSqcduz0cuCTVLJqinA9tW4qdW2Xks0/kg10kIR7HMZ326CEiTx,QBJb3XzaT8sVhf+0Dj6APDnKcb0jKqr8plgjMfROHTQ=,ZHYFkdWiZCN9trvFzyLlLZzLWuRt/C+hE89aL1Gek2M=,JURBISE,7050,1,MIGRATION,MIGRATION,017,2011-04-07,000,9810,"[9810, 9810]",False,,,2,,,False,1,"{""mpts_account_external_id"":"""",""mpts_account_internal_id"":"""",""mpts_client_external_id"":""131478990"",""mpts_client_internal_id"":""""}",3,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
17,16657,d8dd8fd4-98d5-4aae-aac2-49d96b3d1832,2,n9XQkXtgFxpG35KPrZZQaguEnrq4NwrR8rF3i24Lg+itYy9cibIXMZ7yrNV0gcyxDKPL/vsa835ID50JRc8nPQ==,jb9LG+/SVpbsYOrGwfT1mOauYxmhzyisjDOm2xzV9dw55yeXocgtwKQ2M3dxO7Hq,CaprKHAtz9kg4sxdo9DSUAoqDug2YonNJFlwdXabzN4=,l3vSG4ETf9SVZt8OcLNzxw5FoWYIrEm+WyuoW5bNs50=,HEULE,8501,1,MIGRATION,MIGRATION,790,2007-06-25,000,9810,"[9810, 9810]",False,,,2,,,False,1,,1,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
18,16662,287d7c06-735f-496f-b182-18b54d3463b5,2,l8YBuRFNRHOv2LsGNatPi0jrEOpol1NN2vNU+2FDa4d1p+wvHq9B+/agkxqWKGdw,li0Z1E0n68jRJt4FMB7nABMeVGXR8+QVKain+XW6rNDHqZeOVJlINDeLEzbavh5S,OB7Q33cj9KWDNe4wGNJKt7rXn8+bQoNAutRJzMplqyY=,NwOc1qGqDL/7038f07tRkMZWZi5tihn9PAn+B64y4D8=,TORHOUT,8820,1,MIGRATION,MIGRATION,721,0001-01-01,000,9810,"[9810, 9810]",False,,,2,,,False,1,,1,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
19,16663,299d68af-4158-4ba3-8948-f8dc2189f1e1,2,iErJYhgnSBFy35/2ayjMRyDRPPxpsbc0Q+JYzTJmKK90AhV2xOeZgM/rb5F114kIdSFkUfO8pL567SwzkFzrFQ==,LcrD5Fs4qUOR3gqXwMQge2Qn5vXk0geQrej8gd2Uyd/zcbuQoVMvMgHI3fgLUfbe,xvu5u9Kj3RM1MfYoddnahlv067J51wuHs3YT/hxIuP0=,FJxhPrVJxlBDOT+nVBpaXHbKmjFPr1Z+58Bu8Yd6kkQ=,LA ROCHELLE,17000,60,MIGRATION,MIGRATION,017,2001-09-01,000,9810,"[9810, 9810]",False,,,2,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
20,16675,09c31d5e-b4da-49b5-8cc8-81e69d8f8691,2,50YKKjwRB7BwgiMksIrIOOrtkhg0IbpebYIbxUrAAtZfPomoObPqae/sAwkKPYi+uzPngL6/Byia4xit6HAXEw==,UMZQt4aSVkuSognRQFj1RP/8IaZZFrdnsTa0xSsoAUlc3FDd9zmzBW6PQwsedzUN,dsYNhkhy1pVFH8Hv5NwL2kHKEMZBcEB6Mv/HqdM867g=,jOe/sS3PzQMPgRuKciamti/ygp+KqofaO22p+dRCoAQ=,KRAAINEM,1950,1,MIGRATION,MIGRATION,017,1984-09-25,000,9810,"[9810, 9810]",False,,,2,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
21,16681,6711a87f-d669-4a67-a9ec-05d50b5e5dce,2,GkeTxzgtVPDUHUNlW9Gg2FE8v2/LKADoAW1JGaRz0SI=,5Wm9QBnk+Bx30gRjETU33MEoEfOljqixGEF1dPjfYGQ=,sILQxHhL1aqhi/PGug9Um55NukUPnqZyi/D60dtRmvc=,ArkWrywEDJfuG4aTGGu0nQ7ZQIfkpmaHeHjg28BUYRI=,JEMAPPES,7012,1,MIGRATION,MIGRATION,017,1987-04-09,000,9810,"[9810, 9810]",False,,,2,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
22,16684,6c9faac7-8d9f-45e3-94dd-0b378fd06afa,2,xjlUb9X90mueuWNaOzpJ7mRgPMF1L6n2UGK+JuGOmUP7RjHRpJHHdjKEC7ayc70Dod+BpTBU3HbLqNq/xfaF7Q==,DTAvxyg992xl3htKTtA14A9+ilccBPdiJAo297Ls5m0=,6bcT5A0yv5gjhzLAaD+bK43Jjlzcv/F5PQjU8I7+zrM=,NHrvytghq5XGAU/h4VETI4agsoeItpNENd2BxhOCi5E=,HERFELINGEN,1540,1,MIGRATION,MIGRATION,017,1967-01-01,000,9810,"[9810, 9810]",False,,,2,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
23,16685,49c5acfb-ae63-4750-80f1-b076160ccf17,2,k0QPowz9bYBGcJDN4UkzXP5pWeHfGGg1rgO8gq3mbUCXx9DsT3C7pwy4nsGt3ivuqgTczpjCyzd0a17MYT2dMA==,ESSJQV8k8ZycckMC2G2S7mq93SNZPprIixha8UjEhpU=,soFcNUGYdUJAp4UKLmfPwKLTTuEIfg0YTUw5ZLKtup4=,ZcNQ3XGpRAK93gcUlLmyRwQEs4Z+hOz8OUpvRAnl00g=,JURBISE,7050,1,MIGRATION,MIGRATION,017,2017-09-20,000,9810,"[9810, 9810]",False,,,2,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
24,16689,2dba1733-89a3-4f4d-965b-c7259a45587d,2,Vr3x3O1tZ8q5+n4C4I578NttoqrYEQ84PUD3wjJWrOZwetGnCqRm3m/o5epjGb0g,BrNRWi+DiiAsqy/6pGDtfLJOtXj/rgWIE/C2i1CSjnU=,H1YcYdWsTctLDIsPTDd1z/JBMiI+VkbOEFShC5j7DFw=,r6Dmwx3ub+OmFYD3I64pNHMvLO+r7fzzdx/z5RMudgM=,SHAPE BELGIUM,7010,1,MIGRATION,MIGRATION,017,2018-12-27,000,9499,"[9499, 9499]",False,,,4,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
25,16692,97149016-5d31-4196-b87d-40ef49e07df9,2,j3IqQ/ec3jVHBJc2M+DbGB4kXbXJ0OnTuwcejW+vjEJb6Yq+QUrWOcoCsE8lNFJVE2YPpB9rYv/8dZ+G0JhOMA==,2ZFz6ykcmSMB6kr1h2JrZqnj6HNk9cQ4HAGihAKpE/fs1kUm1jt66N54+68yJLra,2HJG6JiBmkd1h1ffUV8nHf3VGrdF6ssfY0NHUkmXH0I=,1e6sIaoR2HDVKVPNn17TsyhlZTKOCKSCArF9tFzNzkw=,MONS,7000,1,MIGRATION,MIGRATION,017,2016-10-12,000,9499,"[9499, 9499]",False,,,4,,,False,1,,3,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
26,16693,11a9575b-c8a7-436f-9e2f-f1c2e6c3de92,2,aWwVidafOl1hYq4HKcpxuJFq9zVmBlCR3kHnripjPVAfN92TJRwZ/4NWBHg13gy1,cqj+9BOqGhjRhfF7NAePPtOudBiaMkvHDyNmbHFKrSlQKuu1a76ZzuXbJHzsdTSk,Y1xXbLFnzvAr9WLDZxUYE98HG6qEY038vgojvymROSM=,zYvQuZvX0FTMw6zcLE6RGl1pOwwvldO5wyUWzp30gPM=,MONACO,98000,111,MIGRATION,MIGRATION,208,2008-06-23,000,6420,"[6420, 6420]",False,,,4,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
27,16697,1379e240-1c29-422b-8042-16e55fbce925,2,QLr7L6LBAGkBVJ08/QAhB4YTTWslaqFjkji55SeuhRk=,t9xnrhP0OFfO16Np83gtESl8RHPcKl+oGztr8M5miE1le3MxGFr/p87A+PF/7RLl,YJRY8J3p1p9MuLrdplmNCpGjZgsrjJYWUw6rl8DSnxw=,aA0+zwZDJ1T5cNThRVh/BxbU6UqblATiFMsHU5XgbHs=,Wavre,1300,1,0462591218,0462591218,015,1998-02-17,000,46160,"[46160, 46160, 46423]",False,,,2,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
28,16698,b69ee791-f791-473a-a608-3916a56a64f2,2,G8w60lFg7Qe+dfRCfKJadaQHLPH7vEPfie8YliSKJCc=,u9wjfP+yKpJUHwJhV/Kwxpawt0KmjHnQGiYtot3B06w=,rYb0IkNs7hV4VGEUo795iUAsdYSVIm6qQaLRjzMqH8o=,fbOIAJpSr09MWGF4o1WtratSAY6h1DACMziWTIdJpCw=,Mons,7020,1,0534674589,0534674589,015,2013-05-23,000,1820,"[1820, 1820]",False,,,2,,,False,1,"{""mpts_account_external_id"":"""",""mpts_account_internal_id"":"""",""mpts_client_external_id"":""131477040"",""mpts_client_internal_id"":""""}",2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
29,16700,cb56dce0-46d1-47f0-95a8-d042c678efd9,2,ieBY3ngCTl8JsArhNvT0hvUVGw3Ro/vzvuZcBmYDSvc=,KPEhwD6ktpiStC6KjP3Tyf9leofZZRzjF7pICG95gEk=,XV7J0FuiX8gmfjddHyIQtlTGgCkei/eFnDtYDleAEcE=,rlxRyG4VLdI+psnUEHw93KaHGPl/3A+ky0G72K1ICxM=,Fléron,4621,1,0838109494,0838109494,015,2011-07-26,000,47299,"[47299, 47299]",False,,,3,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
30,16701,2f218c67-3f76-4cc8-bd5b-eba5e8676d2c,2,daR6aBco6yQ854Es5m47pQlANfDbouehUtagOpvvO1hU5XLrWQAzVBu1lp1Kk3+Z,oAU91qVpL+zjqZZ7b3JBv6qPc6TCMoKojVuiab3ffPkOzNg5HWZglkM3d5HSOSiP,rWU1zlppY/RWynXM5MC/OwlhwyTaehYAuY0SFAK012Q=,UVtMe7PYgMvxlHK6iKylLerkVWl6IlvKhByyD/UROps=,Esneux,4130,1,0431097494,0431097494,014,1987-05-05,000,87301,"[87301, 87301, 87301]",False,,,2,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
31,16704,b5636f06-3e70-4f2e-bb5f-05e50d0fdad2,2,2EBNDT7vBz4lcg58ZMYH2GUUUFWr6leLhbC1D1VeiOGWjDFNHN9MeVZ+o/UAxNny,esmDiEJnzXfcVbd6yKYzW+tD+SatzAytBko1pZEqR4gaHUbMWyCAY3E5UAgGTcXr,EmL6YN5PlSvqPihHk7KN2I8WMDy+s8dAICAKUZ5p858=,tAQuWlKewKZoR2kzd96cHv2EEfBO9K+q/9RS5/zTts4=,Vilvoorde,1800,1,0453985239,0453985239,014,1994-12-06,000,62010,"[62010, 62010]",False,,,2,,,False,1,,1,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
32,16709,0b938b6a-5b5f-4ec0-8ae9-1e6634dc1386,2,QIqx2e66cjonTOqXiCCfP4TEcDQuNZBUKvwCoaB1fg78b41bhPu0SMINX/ht4cJC,yD1QEICH2op39TzOQaCRrSXOrzbeKDOjEcC+lvQzYdiF9IiIdpxiY9qKl9hX8ZUF,cJZh5+0ixCSa0rSBUxm1k5NK6RVUkQFiJOoqYnlc3ZQ=,cDgrl9XM11NiVbFmE8cmDQXddRSateo8uvbOmeQj90s=,Jette,1090,1,0887123792,0887123792,015,2007-02-09,000,38322,"[38322, 38322]",False,,,3,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
33,16710,a3b7921d-3cf5-4a87-a591-d0aeaa819714,2,ctpe3zkZBqWMKI/P4I3TFAk/aGfxJhTt4XsNEOD7KhjzdzJ+rkjpxENyYa/aoydvG0fQPPZK/mjDGsY9BH+GjQ==,uXtvqGRtuMiw3+z06ysAU3nnfCSas18immc2/AlxfkJPjSvtGYKRzZsfNcgIUHFi,6okjru40rrbrShwPlHXEqk8TTJYCRd7HA+iobowsGj8=,UFvppJTmF5Sk9ukXVGd6H/cf5pjyPs6EKcRitpIGADk=,AOSTA VALLE D'AOSTA,11100,80,00415280072,00415280072,999,1996-02-19,000,7420,"[7420, 7420]",False,,,2,,,False,1,,3,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
